PM2.5,PM10,Temperature,Humidity,CO,NO2,AQI
24.04,56.64,26.8,31.32,0.35,48.58,60.0
243.73,472.85,20.96,32.9,6.07,122.05,395.0
246.62,498.48,15.7,72.81,2.97,103.77,451.0
176.05,329.98,15.75,78.03,4.39,101.05,329.0
136.34,172.68,15.53,64.42,4.94,68.92,201.0
80.83,121.47,29.78,48.22,0.74,144.67,161.0
204.38,375.98,21.36,76.93,4.91,48.39,382.0
172.76,276.99,30.93,63.14,4.32,90.88,324.0
44.84,64.41,23.63,72.22,7.15,53.27,114.0
228.18,423.35,24.06,68.29,6.49,114.27,450.0
206.52,334.49,25.26,48.96,1.93,16.69,327.0
237.7,365.0,29.26,53.94,2.14,16.43,360.0
182.8,329.62,20.47,39.31,2.58,123.52,292.0
155.29,213.25,17.43,44.6,1.87,70.8,206.0
107.47,258.58,26.12,68.91,6.61,57.77,244.0
233.52,543.63,21.54,74.7,9.94,95.05,500.0
217.19,460.41,23.85,66.22,6.56,108.27,432.0
16.08,21.51,27.94,53.26,6.11,38.17,47.0
11.46,25.31,24.88,34.33,4.16,35.96,36.0
97.23,218.81,27.41,32.85,3.19,144.14,186.0
203.59,447.5,25.88,48.72,9.12,92.55,400.0
246.88,332.84,29.8,53.19,9.69,64.62,404.0
41.85,85.26,29.12,60.46,5.02,122.2,124.0
150.56,343.98,25.68,30.32,2.97,83.52,256.0
98.32,191.78,28.58,79.49,7.72,43.83,245.0
242.63,495.04,32.47,48.2,1.41,38.94,439.0
211.32,379.5,23.65,72.4,7.68,65.56,411.0
210.39,397.07,23.26,56.75,8.21,130.39,398.0
119.83,149.15,30.28,36.52,1.34,18.6,160.0
106.63,216.53,26.65,69.88,9.77,40.59,247.0
71.98,94.0,16.42,65.49,9.86,135.04,161.0
18.81,33.21,32.84,56.37,9.37,27.04,97.0
216.86,342.73,15.62,55.73,5.01,98.15,314.0
204.16,389.75,29.97,34.37,2.54,39.89,328.0
249.93,343.27,30.18,62.79,5.86,94.82,428.0
249.18,523.05,34.06,75.56,4.26,63.63,500.0
141.08,315.11,16.08,34.66,2.14,24.23,200.0
193.4,273.15,26.94,43.18,4.29,91.55,299.0
236.47,315.83,23.56,75.12,6.67,105.63,414.0
213.16,296.12,21.61,44.22,0.8,105.24,276.0
65.6,153.52,16.81,62.7,3.4,99.18,136.0
115.38,217.69,26.25,56.74,0.28,80.03,205.0
36.64,66.23,24.58,59.82,7.52,82.73,120.0
238.74,319.61,17.09,50.79,6.44,98.99,345.0
153.51,313.85,27.25,45.0,0.72,106.64,278.0
61.02,142.07,29.76,32.43,9.65,101.68,156.0
169.57,386.04,30.35,67.21,0.32,92.17,339.0
156.44,315.05,33.11,67.3,5.94,31.82,338.0
92.75,120.38,23.19,63.54,7.79,39.49,165.0
32.82,44.18,34.06,62.18,7.9,46.43,99.0
169.54,214.31,32.31,42.19,0.44,138.75,268.0
132.48,203.31,20.93,31.12,9.07,116.32,224.0
194.22,267.31,18.19,70.44,9.19,87.4,329.0
132.44,203.7,23.71,54.56,5.66,45.29,220.0
213.78,363.56,23.04,45.34,4.87,25.52,337.0
140.22,340.15,26.51,35.1,0.54,135.83,263.0
142.43,283.93,26.67,33.14,5.66,134.97,251.0
219.78,502.3,30.0,47.44,4.15,25.5,398.0
103.85,220.53,25.2,70.24,7.75,121.61,277.0
37.83,50.93,17.1,75.94,4.1,72.53,77.0
12.05,25.99,32.17,74.84,6.87,55.36,84.0
190.01,295.96,21.2,76.0,1.1,113.47,340.0
156.98,318.79,34.43,75.39,1.42,96.01,346.0
177.5,291.68,17.36,56.36,1.48,119.2,270.0
57.18,142.77,34.17,40.97,0.55,20.41,100.0
38.41,59.25,16.82,69.9,5.46,54.6,79.0
8.56,13.38,19.62,40.69,7.96,54.7,61.0
90.89,219.04,15.93,43.36,6.14,56.17,192.0
149.53,184.23,29.1,41.66,5.79,80.35,234.0
101.1,212.89,32.01,55.75,6.84,49.62,226.0
112.18,240.4,23.68,46.09,3.46,72.21,218.0
226.52,518.11,33.57,37.71,3.68,61.49,420.0
90.32,222.81,26.81,52.66,3.21,112.94,209.0
130.93,323.17,27.6,73.7,7.15,94.49,332.0
196.99,253.11,31.91,58.53,1.7,101.51,317.0
102.15,231.72,20.94,73.92,0.23,39.48,197.0
157.41,321.15,22.09,39.79,6.0,55.57,290.0
216.28,441.54,33.12,38.35,9.43,12.96,413.0
237.63,324.81,33.02,58.78,6.13,25.17,412.0
41.03,83.92,34.53,53.17,7.85,47.11,119.0
232.01,574.75,33.04,63.01,6.76,19.16,500.0
125.57,299.53,17.55,69.73,5.02,94.37,275.0
68.27,120.9,31.47,67.57,7.21,149.74,181.0
117.49,147.09,23.2,77.11,8.26,24.11,227.0
245.11,409.57,34.82,49.91,2.32,124.97,430.0
125.69,285.86,24.45,40.32,3.43,26.63,209.0
85.54,180.66,26.08,57.55,2.31,103.79,183.0
160.18,287.87,25.6,35.54,4.58,100.04,272.0
63.84,81.18,21.43,44.44,8.86,136.38,147.0
23.59,41.39,16.5,40.39,3.52,25.95,50.0
36.58,66.19,32.91,49.83,3.81,54.16,89.0
36.37,87.55,31.05,35.56,8.62,22.71,135.0
42.22,85.84,17.79,31.59,5.2,67.03,79.0
39.01,62.62,30.54,62.84,5.4,137.62,133.0
162.01,305.06,27.52,60.51,8.62,119.41,344.0
49.56,63.73,23.18,65.42,4.96,111.21,110.0
89.69,221.02,20.08,63.02,6.85,84.62,214.0
224.71,374.84,32.19,35.71,0.95,133.69,346.0
121.12,220.59,29.0,44.55,1.87,72.92,206.0
168.55,280.11,25.95,36.48,4.1,30.96,257.0
47.22,98.56,27.19,72.15,5.0,127.26,129.0
52.11,107.4,16.82,67.35,9.66,49.15,148.0
15.01,31.98,24.48,40.08,9.71,17.51,63.0
46.39,71.84,18.87,47.07,8.53,27.65,91.0
73.25,117.97,19.17,78.33,3.22,95.27,141.0
48.37,65.92,28.23,59.71,9.64,94.99,165.0
26.73,54.86,33.23,70.06,6.92,46.43,84.0
34.56,43.25,23.08,43.23,3.99,111.81,87.0
117.89,233.07,19.15,40.5,7.05,118.31,213.0
55.55,129.47,27.97,69.2,0.26,138.87,138.0
94.25,222.24,32.42,64.29,1.55,91.89,225.0
128.34,228.92,29.97,64.05,8.31,119.12,297.0
174.15,312.96,32.38,57.63,6.49,115.43,350.0
14.63,19.02,25.73,58.18,3.71,46.09,36.0
200.86,416.17,30.04,66.78,5.06,53.43,420.0
158.84,360.18,17.8,43.5,9.06,76.99,303.0
25.03,38.0,21.97,47.64,6.35,12.67,64.0
219.03,382.79,22.79,73.58,4.04,51.64,397.0
230.61,528.22,25.23,45.44,1.29,76.34,404.0
19.96,46.72,33.58,57.32,3.01,25.13,53.0
72.84,110.43,32.49,65.13,9.79,27.68,181.0
202.52,387.97,17.69,80.0,4.43,74.85,383.0
188.32,273.11,18.46,51.76,4.77,112.34,292.0
50.21,66.9,22.15,51.4,5.04,126.72,120.0
56.29,134.22,20.81,72.13,8.85,86.48,163.0
95.77,217.07,27.3,70.28,6.08,76.46,251.0
123.71,270.68,33.06,66.55,6.97,63.8,295.0
156.47,197.69,34.25,53.16,3.96,37.01,256.0
95.38,219.08,28.07,46.2,0.39,30.52,161.0
118.32,209.36,31.76,60.44,9.32,120.87,278.0
188.13,309.5,25.5,73.81,9.5,75.1,384.0
13.99,26.72,19.17,74.19,9.5,120.64,106.0
66.85,88.16,25.49,35.42,9.44,108.57,163.0
179.77,392.55,26.1,51.42,8.17,37.15,361.0
224.33,439.04,29.85,53.24,6.88,81.44,435.0
130.36,188.05,19.4,78.88,8.46,72.16,251.0
135.37,195.57,22.37,63.9,6.05,69.34,234.0
31.26,45.0,22.28,50.36,1.43,85.96,75.0
114.62,146.03,34.19,31.3,3.97,147.49,207.0
135.49,266.12,23.88,58.27,9.72,123.81,286.0
64.41,147.65,30.1,34.8,3.58,136.52,159.0
70.96,86.77,30.02,71.72,8.69,14.15,167.0
97.43,123.13,20.31,67.63,1.02,29.65,132.0
9.92,19.29,26.44,53.03,3.41,21.87,44.0
83.91,190.08,32.89,51.46,3.57,46.85,175.0
56.8,92.29,24.5,74.87,0.61,71.86,87.0
85.24,141.02,33.9,44.42,1.28,99.89,158.0
34.34,67.83,19.29,42.45,2.01,80.12,76.0
223.18,347.37,16.48,76.96,8.39,136.45,400.0
150.43,185.72,32.83,70.46,0.73,141.58,298.0
171.38,369.46,31.95,71.03,3.06,32.89,366.0
198.35,399.34,34.85,39.76,0.2,129.41,361.0
127.12,248.51,28.59,37.16,6.99,77.44,248.0
26.3,56.91,33.73,31.3,6.24,73.47,84.0
136.59,283.81,31.54,41.85,6.49,119.89,295.0
148.78,218.35,31.89,68.71,3.81,23.04,272.0
187.63,311.14,26.38,42.0,2.16,133.55,307.0
110.76,151.07,22.65,66.46,7.23,103.92,211.0
36.26,49.63,33.69,42.6,8.13,132.54,106.0
74.53,154.94,23.64,49.76,1.47,149.23,151.0
93.96,217.62,25.78,79.16,4.92,82.52,238.0
163.25,400.22,23.92,42.24,2.56,23.06,289.0
144.84,292.12,26.3,48.82,1.76,33.31,253.0
92.24,132.77,24.41,45.05,7.37,55.31,167.0
246.7,329.92,15.96,35.48,5.43,24.5,309.0
153.41,346.21,32.64,54.49,2.24,124.15,317.0
63.12,123.24,23.89,48.93,3.17,51.56,126.0
29.94,59.99,26.78,64.74,9.67,146.62,131.0
42.45,94.07,17.78,70.88,8.5,108.36,124.0
65.26,137.98,15.07,57.21,8.81,34.28,146.0
44.37,101.37,19.91,31.61,4.65,76.65,114.0
50.71,64.56,29.09,60.95,6.28,75.36,109.0
74.85,162.55,16.98,32.77,3.83,78.95,136.0
47.48,109.49,33.18,60.82,0.87,85.0,126.0
224.71,353.23,19.3,64.25,4.07,14.36,371.0
24.66,50.12,19.09,39.89,5.98,106.08,76.0
133.51,214.73,18.63,70.97,2.94,78.21,224.0
105.55,258.1,15.28,75.55,8.49,120.74,247.0
245.68,305.49,30.44,70.65,1.6,124.15,420.0
32.45,63.4,32.5,45.26,3.73,42.27,74.0
102.47,145.15,27.28,59.33,1.34,16.78,157.0
242.52,515.57,18.76,75.74,4.11,108.45,450.0
217.05,310.09,20.71,46.03,0.49,146.89,318.0
205.18,309.0,24.52,71.0,2.8,72.53,359.0
68.19,125.65,34.09,30.47,4.07,46.35,141.0
46.87,111.98,19.95,30.18,4.83,31.93,80.0
168.82,249.04,29.63,67.99,5.48,50.24,316.0
232.7,322.87,23.79,68.07,2.82,55.91,350.0
141.41,309.21,20.96,69.45,5.28,69.34,292.0
145.05,268.45,24.12,76.5,5.14,101.76,305.0
73.59,175.55,16.42,35.9,3.23,48.24,135.0
193.53,269.12,30.97,41.6,8.32,17.14,318.0
50.83,103.67,19.87,75.19,5.5,62.26,130.0
84.3,126.68,29.51,38.86,3.39,129.79,139.0
109.23,153.34,16.37,64.11,9.48,79.77,213.0
129.36,270.17,34.1,56.52,8.47,145.07,320.0
64.39,126.96,18.86,34.16,9.83,80.51,136.0
33.14,72.28,32.65,44.26,6.95,48.63,89.0
154.6,247.72,31.19,56.02,3.84,37.06,288.0
75.71,134.95,34.36,72.62,2.88,107.23,195.0
147.4,254.58,24.56,65.38,6.67,85.09,297.0
42.82,106.16,29.55,61.09,9.81,94.56,153.0
122.88,194.14,22.41,54.8,6.3,115.72,205.0
135.48,214.51,18.69,44.93,8.83,111.63,246.0
17.7,29.39,23.86,35.96,3.36,16.07,46.0
87.47,169.16,18.31,50.45,4.13,122.36,167.0
37.93,57.96,34.64,31.43,9.07,84.58,126.0
20.53,49.06,16.92,40.55,7.59,64.84,85.0
247.54,382.55,26.78,51.62,9.82,85.25,430.0
83.98,198.57,27.53,50.93,7.77,95.74,211.0
203.42,271.47,25.76,32.21,4.54,30.93,276.0
67.39,138.38,28.24,59.45,5.36,68.44,169.0
171.97,409.13,17.32,57.48,9.02,56.98,334.0
191.26,271.46,26.1,33.91,5.56,59.06,284.0
150.93,371.11,20.74,77.16,2.63,22.79,303.0
120.54,215.61,33.8,34.97,4.41,32.38,226.0
105.9,257.28,30.24,72.74,5.21,32.66,263.0
90.47,188.17,34.45,30.02,1.06,62.25,156.0
232.73,370.53,15.75,74.11,7.46,135.23,406.0
208.5,301.24,20.7,30.99,1.18,38.84,252.0
241.43,385.05,18.91,67.89,4.11,68.27,405.0
35.45,46.83,15.22,48.08,8.07,53.63,104.0
184.06,255.3,19.85,66.91,4.73,120.23,313.0
234.89,313.83,28.58,50.09,8.44,17.02,388.0
49.4,86.45,19.62,33.55,3.48,37.52,88.0
21.29,47.57,25.18,68.38,9.58,39.49,108.0
186.57,258.18,32.76,33.56,2.17,149.01,302.0
145.75,199.59,28.88,76.11,0.48,89.91,255.0
211.25,430.2,22.89,32.55,8.74,29.45,350.0
39.24,57.15,22.45,53.97,7.55,48.11,110.0
199.84,265.17,24.11,66.15,2.4,33.5,311.0
54.4,77.08,18.54,49.66,9.85,27.44,113.0
45.1,108.27,27.68,40.86,5.07,121.61,105.0
45.25,102.61,22.28,67.95,9.52,79.41,147.0
204.57,339.65,32.05,69.21,5.1,98.37,383.0
167.97,344.78,30.13,76.13,4.77,56.38,356.0
133.15,252.78,27.21,48.81,4.55,87.52,243.0
92.91,193.28,22.28,55.31,3.42,46.06,172.0
219.91,459.06,19.2,48.16,5.38,53.13,379.0
101.15,204.05,30.52,42.85,4.58,101.31,220.0
205.07,317.02,24.73,67.55,0.46,31.05,330.0
112.59,140.81,19.5,46.98,2.68,96.41,173.0
97.35,174.48,18.9,51.41,2.21,129.31,181.0
118.36,279.12,18.31,50.18,8.69,26.86,213.0
78.84,152.97,30.54,65.63,6.03,135.64,207.0
188.16,429.41,19.58,75.89,7.66,21.12,372.0
128.17,319.02,25.53,63.34,9.57,58.85,316.0
61.89,87.44,24.03,53.58,6.48,95.47,116.0
225.4,473.18,26.59,68.96,9.83,88.32,484.0
99.05,205.69,32.54,62.05,3.19,23.49,213.0
138.17,341.83,32.35,33.03,1.94,121.85,265.0
227.09,563.46,24.02,34.78,4.09,146.24,428.0
157.94,330.51,15.31,31.9,4.76,35.37,243.0
33.64,51.02,23.53,52.84,8.96,135.32,123.0
235.26,526.54,27.12,71.29,5.64,87.95,500.0
158.79,212.64,26.16,45.65,2.99,141.03,249.0
87.05,192.81,28.03,49.21,7.45,34.65,197.0
39.12,93.24,18.08,75.47,5.11,120.88,124.0
199.54,338.75,27.93,71.85,1.71,18.37,351.0
156.92,316.95,18.65,63.25,5.81,133.65,301.0
135.7,238.72,30.01,43.34,9.12,104.38,262.0
224.0,396.28,21.78,35.85,8.44,61.84,349.0
198.21,317.82,29.2,30.8,5.91,36.67,300.0
42.16,92.36,15.96,35.35,3.83,124.31,89.0
81.37,196.68,23.16,44.63,0.96,94.45,168.0
65.88,159.63,29.1,57.59,4.75,60.46,153.0
187.27,267.27,19.54,33.2,7.55,72.14,266.0
13.22,30.89,30.91,36.81,3.67,125.72,77.0
144.62,312.19,27.62,39.05,2.43,57.45,265.0
191.8,293.21,26.75,61.6,9.32,22.55,359.0
219.81,283.0,22.07,60.79,8.23,137.58,360.0
88.81,137.51,24.65,57.54,6.42,64.23,185.0
206.21,491.99,26.95,42.53,1.45,58.77,363.0
32.1,64.95,24.45,48.56,1.53,38.62,63.0
212.38,453.94,28.97,34.83,1.12,135.64,367.0
36.23,55.59,23.67,41.32,6.2,40.45,79.0
102.34,218.51,19.05,74.89,1.24,99.13,203.0
200.34,247.73,19.28,78.98,8.44,133.31,349.0
41.73,70.44,15.12,62.38,9.93,14.89,99.0
61.17,123.24,21.02,75.84,3.73,126.03,163.0
181.95,252.9,29.98,62.14,4.59,67.48,313.0
181.41,411.78,30.88,31.66,7.15,102.12,354.0
162.08,244.02,19.05,79.84,9.38,62.14,311.0
175.02,358.43,34.18,34.95,8.95,107.37,354.0
137.97,238.24,25.05,64.13,0.67,45.6,235.0
66.69,131.7,33.34,42.64,1.77,13.07,120.0
89.7,120.16,29.14,49.6,7.57,142.69,208.0
49.49,60.48,29.45,62.3,6.92,12.29,119.0
227.57,542.17,16.7,51.82,1.42,125.37,399.0
147.93,229.37,19.4,42.53,5.07,33.68,216.0
103.21,233.83,15.18,46.72,7.83,64.91,201.0
118.19,295.38,29.32,47.08,2.27,125.15,260.0
237.08,349.67,21.89,77.97,8.73,38.83,436.0
42.57,65.76,30.73,69.93,0.62,131.2,91.0
148.63,306.43,21.78,52.93,7.84,79.69,298.0
128.94,316.57,31.39,39.99,6.2,61.26,287.0
154.81,370.07,17.61,70.55,3.22,102.74,300.0
9.44,17.49,18.47,37.86,7.24,57.79,53.0
218.67,488.43,21.82,40.52,7.85,58.62,378.0
233.37,321.23,23.17,48.3,9.35,112.69,379.0
143.46,354.44,21.97,74.02,3.74,53.38,307.0
175.68,431.06,30.27,36.59,6.89,38.11,347.0
231.01,326.39,16.94,36.11,6.07,123.07,313.0
178.27,283.32,22.02,54.7,5.3,122.75,312.0
42.37,56.36,31.74,43.82,8.92,79.66,123.0
146.19,227.07,16.34,58.44,0.13,83.73,217.0
153.65,347.35,33.85,52.58,2.89,107.45,330.0
108.91,184.26,34.73,51.75,5.43,81.3,232.0
185.43,243.82,16.77,35.6,1.87,68.39,226.0
233.92,384.77,20.83,37.05,9.09,149.29,390.0
231.76,573.8,22.45,71.05,6.51,30.67,476.0
115.46,233.06,30.53,74.29,4.83,92.98,253.0
32.74,57.01,26.92,41.73,8.17,134.02,96.0
246.29,348.86,27.89,35.67,4.56,106.21,343.0
210.53,522.54,30.15,32.67,5.63,133.33,422.0
35.54,80.58,17.36,60.41,0.13,57.09,76.0
230.61,361.11,31.66,65.77,3.72,48.08,423.0
218.12,281.62,29.11,48.64,1.47,129.18,321.0
132.12,168.26,26.55,63.98,6.93,65.18,247.0
149.86,203.29,32.79,65.65,4.84,109.36,288.0
102.76,200.89,29.01,76.77,3.09,30.68,219.0
18.42,44.34,19.03,33.24,4.73,115.82,75.0
87.12,160.81,23.59,39.61,2.18,86.86,144.0
201.7,463.07,24.88,33.43,9.26,47.61,394.0
6.13,10.92,16.1,73.4,0.63,79.23,42.0
86.71,183.92,34.09,69.63,8.67,107.57,244.0
102.55,220.63,17.57,58.73,5.16,11.66,181.0
136.66,194.9,28.95,34.18,6.23,99.25,227.0
230.36,384.61,25.12,43.67,3.1,85.82,361.0
89.85,182.27,15.51,44.89,9.67,40.84,188.0
90.0,116.28,33.49,58.04,2.89,115.42,164.0
185.69,310.1,32.04,42.9,5.93,52.48,326.0
115.79,219.46,25.49,33.65,9.93,48.76,206.0
60.03,149.78,19.58,66.54,8.82,75.97,176.0
115.85,210.48,17.43,44.95,5.41,104.66,202.0
39.51,89.33,22.27,52.62,9.9,140.04,162.0
48.21,84.94,20.11,36.38,7.04,29.79,85.0
127.1,284.11,25.13,70.13,2.17,65.51,277.0
107.64,212.48,34.33,58.28,4.12,19.38,206.0
229.14,539.06,26.5,75.08,3.41,116.2,488.0
93.79,162.65,32.8,54.77,3.51,72.68,173.0
147.24,292.37,28.02,77.07,7.63,108.97,347.0
159.9,322.85,24.5,74.59,5.88,55.11,321.0
8.21,14.3,32.09,58.82,0.48,128.2,32.0
167.57,232.52,24.43,76.69,8.79,84.88,327.0
48.62,64.26,32.37,46.15,3.04,142.11,118.0
240.46,293.77,20.83,48.28,9.97,21.03,346.0
41.42,96.75,17.58,32.27,9.55,82.0,113.0
106.58,160.66,32.11,59.46,9.41,117.3,265.0
25.91,38.22,26.75,66.1,8.13,94.02,106.0
249.23,537.56,32.78,68.68,2.28,13.25,500.0
128.04,206.91,33.76,37.49,5.37,146.13,247.0
150.87,280.29,16.07,52.21,2.32,51.76,224.0
21.43,30.25,25.02,38.84,2.67,44.9,54.0
188.74,461.97,22.5,63.11,6.15,77.99,390.0
56.43,130.18,27.52,37.9,0.5,85.9,112.0
225.02,522.71,30.87,75.21,9.7,117.28,500.0
55.26,95.53,20.61,41.53,9.19,65.06,110.0
51.72,113.32,26.14,44.57,3.87,71.59,102.0
13.95,19.36,29.17,72.55,5.2,84.89,81.0
120.66,146.14,17.69,52.92,4.71,65.21,174.0
143.39,175.79,31.28,31.2,8.83,138.04,241.0
21.1,41.41,27.12,54.73,6.92,129.18,100.0
195.0,349.45,33.99,34.23,2.85,73.7,322.0
116.06,217.42,21.79,79.27,4.52,10.03,231.0
133.48,161.47,17.16,59.41,4.35,136.13,212.0
112.99,197.67,25.13,42.83,9.6,27.41,217.0
103.19,220.15,16.72,58.19,1.84,44.23,173.0
142.11,252.32,34.39,33.84,0.99,31.33,229.0
43.03,92.6,15.77,69.99,8.82,35.17,133.0
49.57,74.5,30.07,76.27,8.98,122.4,159.0
216.14,487.84,25.5,73.72,8.73,91.13,492.0
236.8,465.3,22.37,47.09,5.16,143.85,412.0
96.46,142.18,16.32,46.29,6.63,42.4,165.0
71.33,107.55,27.44,31.75,5.68,77.99,135.0
162.78,328.24,26.7,62.57,0.79,146.84,318.0
105.14,239.61,20.62,56.75,6.0,125.7,236.0
11.22,19.53,33.2,52.97,0.23,112.01,56.0
43.26,66.43,21.08,75.38,3.32,36.46,94.0
180.41,419.84,23.99,38.39,9.33,117.72,361.0
166.44,344.53,25.88,30.48,3.11,58.66,268.0
11.64,20.75,17.0,33.67,9.4,84.28,85.0
59.38,108.92,33.64,41.17,2.58,95.28,134.0
61.61,90.3,22.49,31.66,3.21,95.31,108.0
169.61,341.75,16.62,55.14,6.32,111.71,305.0
9.83,16.38,22.75,45.7,7.64,102.64,80.0
30.51,76.09,27.0,39.02,5.06,19.57,75.0
200.98,366.63,25.27,67.5,8.83,74.03,382.0
48.74,89.28,28.89,40.22,0.5,102.96,97.0
164.92,319.23,16.11,64.38,9.23,51.44,321.0
63.35,151.53,20.69,47.46,2.04,53.83,141.0
29.36,65.8,31.38,55.59,8.85,27.44,108.0
64.58,115.37,16.6,76.69,4.07,68.61,137.0
181.96,388.35,32.11,31.87,8.34,148.16,368.0
214.65,421.16,16.84,55.01,6.75,49.94,359.0
208.4,383.48,31.69,72.72,1.84,84.4,416.0
102.31,148.35,22.22,59.4,9.19,114.05,213.0
168.68,304.15,27.24,43.84,2.53,11.89,279.0
55.22,83.91,18.06,49.88,2.52,136.06,117.0
76.82,183.55,16.32,64.01,8.16,64.12,192.0
224.6,367.46,19.32,74.54,1.15,131.68,378.0
8.19,19.96,17.56,32.05,2.3,15.45,44.0
25.95,49.12,21.25,33.58,5.09,30.39,68.0
55.93,113.04,25.29,46.25,8.32,55.15,143.0
11.5,21.92,26.78,41.64,1.56,58.36,29.0
49.45,67.66,30.8,43.25,5.52,128.69,122.0
147.85,249.65,28.12,41.06,7.14,11.57,253.0
108.25,143.85,27.18,39.79,8.62,99.76,193.0
223.7,449.61,23.24,36.53,9.36,28.38,374.0
205.27,365.58,24.48,76.7,7.87,125.25,421.0
88.75,196.25,23.29,37.21,6.56,119.0,190.0
68.56,101.92,31.84,40.22,4.39,79.99,118.0
98.02,138.6,19.6,42.31,1.21,39.78,133.0
149.62,258.58,15.11,76.65,7.13,98.83,281.0
70.68,169.94,28.03,67.79,9.93,31.88,202.0
157.92,335.34,19.05,69.48,7.39,36.6,325.0
105.31,183.72,32.8,35.24,0.27,97.74,199.0
140.25,262.61,32.18,71.82,5.01,148.77,330.0
111.85,146.47,16.53,50.41,6.19,134.75,177.0
77.14,191.31,17.13,43.14,6.93,93.04,167.0
237.37,490.49,24.9,58.79,7.23,85.4,464.0
192.08,301.77,27.18,71.11,5.63,149.77,380.0
39.33,77.14,20.5,68.93,2.31,86.64,105.0
217.77,292.32,29.34,74.5,9.43,68.82,411.0
124.42,305.53,26.9,76.41,7.0,137.34,324.0
224.17,319.93,21.5,41.91,2.44,42.79,321.0
200.96,410.46,15.51,51.19,3.29,23.65,316.0
109.18,165.85,30.0,30.73,9.23,98.77,198.0
10.5,22.41,19.3,73.97,8.89,23.42,85.0
70.83,156.52,31.69,37.73,4.11,62.24,138.0
137.7,285.79,23.41,73.07,0.48,69.3,229.0
160.2,320.22,26.54,46.47,0.58,86.66,283.0
68.18,160.92,32.46,48.41,2.91,148.83,183.0
39.14,50.97,32.27,31.96,6.33,40.94,93.0
209.56,341.62,22.43,46.34,5.88,62.61,318.0
246.18,374.87,19.18,74.42,6.37,28.51,406.0
133.79,332.4,30.5,31.28,7.2,95.07,279.0
47.06,80.3,23.66,50.32,0.29,111.87,87.0
71.72,154.36,18.84,31.57,1.14,77.49,134.0
9.51,19.87,33.09,48.55,3.66,44.42,35.0
229.0,337.94,18.96,38.63,1.63,96.92,310.0
33.85,51.14,15.52,42.61,0.85,85.48,72.0
146.25,228.97,15.41,73.88,6.45,33.97,254.0
72.14,125.13,27.45,51.8,8.17,66.8,180.0
140.77,211.81,28.23,43.69,7.55,70.93,255.0
164.6,201.72,21.22,59.47,8.19,147.57,289.0
208.29,488.06,21.4,37.11,6.69,128.9,383.0
55.57,136.45,21.79,42.97,7.38,112.81,154.0
7.69,12.65,28.6,57.31,2.79,134.43,52.0
38.54,63.2,16.16,41.88,9.93,112.97,99.0
225.5,272.68,33.58,63.96,1.91,136.48,389.0
219.1,456.68,19.45,54.57,2.22,17.64,372.0
151.37,344.07,34.99,68.6,2.96,73.85,349.0
152.13,211.55,18.43,77.41,9.76,114.57,290.0
167.93,236.38,30.43,35.79,9.88,91.66,275.0
47.97,106.83,19.47,46.73,7.97,34.52,120.0
229.03,458.33,16.62,45.98,6.33,57.67,354.0
107.6,135.39,32.5,37.56,5.25,54.49,164.0
98.87,198.66,32.18,70.52,9.71,46.59,256.0
132.13,211.63,23.07,67.99,6.99,58.04,246.0
16.51,27.72,29.05,54.22,9.45,82.08,97.0
45.74,100.66,26.14,56.89,3.23,129.68,123.0
185.82,418.87,32.06,32.98,3.4,113.88,343.0
25.29,43.5,21.3,57.78,8.56,126.93,89.0
152.77,371.44,25.47,69.57,1.58,133.7,328.0
65.11,112.54,24.71,58.69,9.46,68.26,156.0
100.38,221.17,22.08,43.27,5.12,58.44,181.0
75.73,138.51,32.83,63.38,9.27,18.07,188.0
92.14,218.08,18.32,48.07,3.43,140.27,179.0
181.17,431.19,17.99,57.24,7.19,19.22,343.0
77.79,102.19,26.54,54.38,4.88,113.76,158.0
143.77,347.55,28.15,49.06,6.31,62.94,298.0
121.63,276.49,18.89,65.94,5.09,142.83,270.0
167.6,373.53,22.81,74.19,9.67,68.74,365.0
234.52,342.68,33.93,30.26,6.95,124.33,366.0
184.48,414.46,19.93,76.68,2.59,49.57,361.0
57.66,132.92,28.37,55.58,9.11,51.87,172.0
12.64,19.92,29.8,65.04,3.01,93.37,67.0
69.25,168.84,23.96,72.78,3.78,149.72,205.0
150.79,190.73,33.75,53.36,1.11,82.46,238.0
17.6,24.55,29.73,71.75,9.01,141.08,112.0
126.61,240.41,24.16,38.88,2.93,120.07,211.0
151.23,294.67,26.39,37.96,2.66,121.42,251.0
86.89,177.14,28.85,62.87,9.21,71.03,224.0
193.87,236.93,26.84,73.51,8.07,64.12,337.0
31.12,76.19,32.57,74.62,1.5,36.87,97.0
23.41,29.45,22.14,62.19,7.72,144.95,86.0
183.41,254.2,21.0,56.27,9.14,144.32,325.0
126.4,153.98,19.28,46.57,0.88,114.59,166.0
173.66,336.36,15.76,79.0,8.27,51.48,330.0
111.53,269.01,15.86,45.98,5.52,44.33,213.0
65.37,135.03,32.4,67.21,6.73,148.41,191.0
205.68,466.78,28.57,56.6,4.98,19.32,401.0
200.86,244.5,28.21,60.43,7.01,128.1,338.0
175.2,333.69,27.29,49.67,0.44,59.76,312.0
71.68,128.83,31.98,78.24,7.65,68.64,190.0
149.61,276.57,24.61,58.58,0.43,126.48,268.0
93.44,120.9,32.41,76.89,4.61,22.68,182.0
